Date,Time,Item Code,Quantity Sold (kilo),Unit Selling Price (RMB/kg),Sale or Return,Discount (Yes/No)
2021-04-09,13:22:14.466,102900005115786,0.334,12.0,sale,No
2021-04-09,13:26:39.264,106949711300068,1.0,2.9,sale,No
2021-04-09,13:26:42.733,102900005116714,0.363,8.0,sale,No
2021-04-09,13:27:09.108,102900011007471,0.096,19.8,sale,No
2021-04-09,13:31:12.683,102900011016701,0.287,5.6,sale,No
2021-04-09,13:37:22.742,102900005115779,0.459,7.0,sale,No
2021-04-09,13:40:32.233,102900005115779,0.874,7.0,sale,No
2021-04-09,13:40:44.748,102900005115779,0.86,7.0,sale,No
2021-04-09,13:44:05.440,102900051000463,0.501,9.0,sale,No
2021-04-09,13:44:09.038,102900005116899,0.882,10.0,sale,No
2021-04-09,13:44:09.222,102900011016701,0.233,5.6,sale,No
2021-04-09,13:44:11.939,102900011009970,0.501,7.0,sale,No
2021-04-09,13:46:39.155,102900005116233,0.143,14.0,sale,No
2021-04-09,13:46:44.842,102900005115199,0.187,19.8,sale,No
2021-04-09,13:55:05.608,102900005116899,0.802,10.0,sale,No
2021-04-09,13:55:09.760,102900005116530,0.223,18.0,sale,No
2021-04-09,13:55:10.491,102900005116714,0.927,8.0,sale,No
2021-04-09,13:55:10.672,102900011016701,0.448,5.6,sale,No
2021-04-09,13:55:11.880,102900005115984,0.43,7.0,sale,No
2021-04-09,13:55:23.860,102900011021842,1.0,12.9,sale,No
2021-04-09,14:00:04.342,102900011013274,1.0,7.9,sale,No
2021-04-09,14:01:56.934,102900051004294,0.321,10.0,sale,No
2021-04-09,14:01:57.808,102900005116714,0.389,8.0,sale,No
2021-04-09,14:04:58.092,102900011009970,0.516,7.0,sale,No
2021-04-09,14:05:01.795,102900051004294,0.12,10.0,sale,No
2021-04-09,14:05:22.123,102900005125808,0.077,29.8,sale,No
2021-04-09,14:05:24.951,102900011000328,0.251,6.0,sale,No
2021-04-09,14:12:12.826,102900051010455,1.087,6.0,sale,No
2021-04-09,14:12:20.858,102900005116714,0.551,8.0,sale,No
2021-04-09,14:12:31.951,102900011000328,0.351,6.0,sale,No
2021-04-09,14:20:44.748,102900005125808,0.024,29.8,sale,No
2021-04-09,14:34:17.715,102900005115779,0.616,7.0,sale,No
2021-04-09,14:34:17.900,102900011016701,0.448,5.6,sale,No
2021-04-09,14:34:18.082,102900005116714,0.489,8.0,sale,No
2021-04-09,14:34:20.248,102900005115984,0.544,7.0,sale,No
2021-04-09,14:35:54.599,102900051004294,0.2,10.0,sale,No
2021-04-09,14:35:54.960,102900005115779,0.516,7.0,sale,No
2021-04-09,14:37:21.976,102900005116714,0.351,8.0,sale,No
2021-04-09,14:46:46.639,102900005116943,0.143,25.8,sale,No
2021-04-09,14:49:09.592,102900005115908,0.702,7.0,sale,No
2021-04-09,14:49:10.143,102900005116257,0.251,10.0,sale,No
2021-04-09,14:49:14.157,102900005125808,0.087,29.8,sale,No
2021-04-09,14:51:43.748,102900005118817,0.485,6.0,sale,No
2021-04-09,14:51:44.123,102900051010455,0.518,6.0,sale,No
2021-04-09,14:51:44.308,102900005115786,0.351,12.0,sale,No
2021-04-09,14:51:44.500,102900011016701,0.358,5.6,sale,No
2021-04-09,14:59:02.387,102900005115779,0.459,7.0,sale,No
2021-04-09,15:03:52.388,102900005116899,1.243,10.0,sale,No
2021-04-09,15:03:53.317,102900005116714,0.439,8.0,sale,No
2021-04-09,15:03:53.503,102900005115762,0.313,8.0,sale,No
2021-04-09,15:05:25.436,102900011009970,0.53,7.0,sale,No
2021-04-09,15:10:01.350,102900005115984,0.946,7.0,sale,No
2021-04-09,15:11:40.773,102900005115984,0.272,7.0,sale,No
2021-04-09,15:16:21.686,102900011016701,0.251,5.6,sale,No
2021-04-09,15:16:27.186,102900005116899,0.351,10.0,sale,No
2021-04-09,15:16:33.123,102900005115885,0.292,12.0,sale,No
2021-04-09,15:19:50.045,102900005125808,0.037,29.8,sale,No
2021-04-09,15:19:51.293,102900051004294,0.12,10.0,sale,No
2021-04-09,15:22:50.092,102900005115779,0.702,7.0,sale,No
2021-04-09,15:24:46.272,102900005115960,1.768,2.0,sale,No
2021-04-09,15:30:00.514,102900011016701,0.251,5.6,sale,No
2021-04-09,15:30:26.092,102900005116530,0.273,18.0,sale,No
2021-04-09,15:30:47.733,102900011016701,1.452,5.6,sale,No
2021-04-09,15:30:50.123,102900011009970,0.702,7.0,sale,No
2021-04-09,15:31:04.784,102900005116714,0.414,8.0,sale,No
2021-04-09,15:33:02.045,102900005116714,0.551,8.0,sale,No
2021-04-09,15:33:05.545,102900011000328,0.552,6.0,sale,No
2021-04-09,15:34:28.382,102900005116530,0.145,18.0,sale,No
2021-04-09,15:36:17.975,102900005116530,0.323,18.0,sale,No
2021-04-09,15:36:21.342,102900011000328,0.619,6.0,sale,No
2021-04-09,15:37:03.264,102900005115779,0.573,7.0,sale,No
2021-04-09,15:38:10.045,102900005115960,0.909,2.0,sale,No
2021-04-09,15:38:27.372,102900005115984,0.416,7.0,sale,No
2021-04-09,15:38:27.555,102900005116233,0.157,14.0,sale,No
2021-04-09,15:38:57.050,102900005115779,0.616,7.0,sale,No
2021-04-09,15:38:57.246,102900005116714,0.426,8.0,sale,No
2021-04-09,15:39:29.155,102900051004294,0.431,10.0,sale,No
2021-04-09,15:39:43.639,102900005115823,0.719,6.0,sale,No
2021-04-09,15:40:14.217,102900005119975,0.376,16.0,sale,No
2021-04-09,15:42:06.998,102900011000328,0.502,6.0,sale,No
2021-04-09,15:42:41.556,102900051010790,0.186,14.0,sale,No
2021-04-09,15:46:50.155,102900005116714,0.489,8.0,sale,No
2021-04-09,15:47:18.815,102900005116899,0.421,10.0,sale,No
2021-04-09,15:48:06.670,102900005116639,0.272,14.0,sale,No
2021-04-09,15:48:08.451,102900005116639,0.265,14.0,sale,No
2021-04-09,15:48:11.389,102900051010455,0.669,6.0,sale,No
2021-04-09,15:48:13.036,102900005116714,0.99,8.0,sale,No
2021-04-09,15:48:14.096,102900005118817,0.201,6.0,sale,No
2021-04-09,15:48:36.451,102900005116257,0.711,10.0,sale,No
2021-04-09,15:49:08.240,102900005115779,0.416,7.0,sale,No
2021-04-09,15:50:44.044,102900011000328,0.435,6.0,sale,No
2021-04-09,15:50:45.078,102900005116509,0.401,8.0,sale,No
2021-04-09,15:50:46.229,102900005125815,0.15,8.0,sale,No
2021-04-09,15:50:49.717,102900005116530,0.184,18.0,sale,No
2021-04-09,15:52:00.454,102900005115823,0.368,6.0,sale,No
2021-04-09,15:55:54.837,102900005116547,0.482,5.0,sale,No
2021-04-09,15:56:56.100,102900005115786,0.326,12.0,sale,No
2021-04-09,15:58:11.597,102900011016701,0.681,5.6,sale,No
2021-04-09,15:59:20.575,102900005115908,0.573,7.0,sale,No
2021-04-09,16:00:19.342,102900005115762,0.313,8.0,sale,No
2021-04-09,16:00:51.563,102900005115984,0.473,7.0,sale,No
2021-04-09,16:00:51.742,102900011009970,0.573,7.0,sale,No
2021-04-09,16:00:53.141,102900005116899,1.002,10.0,sale,No
2021-04-09,16:02:04.592,102900005125815,0.389,8.0,sale,No
2021-04-09,16:02:36.295,102900005116509,0.288,8.0,sale,No
2021-04-09,16:03:31.604,102900011008164,0.518,6.0,sale,No
2021-04-09,16:11:39.522,102900005116899,0.952,10.0,sale,No
2021-04-09,16:12:04.916,102900011008164,0.485,6.0,sale,No
2021-04-09,16:12:05.420,102900005116530,0.145,18.0,sale,No
2021-04-09,16:12:06.086,102900005125808,0.06,29.8,sale,No
2021-04-09,16:12:10.030,102900005116899,0.591,10.0,sale,No
2021-04-09,16:14:09.707,102900005116530,0.211,18.0,sale,No
2021-04-09,16:22:26.764,102900011009970,0.659,7.0,sale,No
2021-04-09,16:24:20.935,102900005115779,0.473,7.0,sale,No
2021-04-09,16:24:21.300,102900005116714,0.401,8.0,sale,No
2021-04-09,16:24:21.495,102900005116257,0.21,10.0,sale,No
2021-04-09,16:25:36.030,102900011016701,0.627,5.6,sale,No
2021-04-09,16:25:51.045,102900005115984,0.587,7.0,sale,No
2021-04-09,16:26:59.051,102900011009970,0.459,7.0,sale,No
2021-04-09,16:28:43.465,102900005116714,0.363,8.0,sale,No
2021-04-09,16:29:09.748,102900011016701,0.358,5.6,sale,No
2021-04-09,16:30:41.561,102900005116530,0.211,18.0,sale,No
2021-04-09,16:32:50.128,102900005116714,0.489,8.0,sale,No
2021-04-09,16:33:33.205,102900011016701,0.466,5.6,sale,No
2021-04-09,16:33:33.769,102900005116790,0.759,7.0,sale,No
2021-04-09,16:33:47.295,102900051010790,0.129,14.0,sale,No
2021-04-09,16:33:48.873,102900051010790,0.165,14.0,sale,No
2021-04-09,16:39:11.201,102900005115823,0.636,6.0,sale,No
2021-04-09,16:39:19.733,102900005116530,0.328,18.0,sale,No
2021-04-09,16:40:17.702,102900005115199,0.202,19.8,sale,No
2021-04-09,16:41:16.293,102900005115779,0.602,7.0,sale,No
2021-04-09,16:42:23.592,102900005125815,0.201,8.0,sale,No
2021-04-09,16:42:28.170,102900011016701,0.287,5.6,sale,No
2021-04-09,16:43:33.381,102900005116714,0.464,8.0,sale,No
2021-04-09,16:44:11.940,102900005115779,0.43,7.0,sale,No
2021-04-09,16:45:50.150,106949711300068,1.0,2.9,sale,No
2021-04-09,16:46:15.967,102900005115779,0.229,7.0,sale,No
2021-04-09,16:47:17.459,102900005116714,0.363,8.0,sale,No
2021-04-09,16:47:25.233,102900011016701,0.233,5.6,sale,No
2021-04-09,16:49:06.405,102900011006689,0.569,6.0,sale,No
2021-04-09,16:49:09.318,102900005116714,0.414,8.0,sale,No
2021-04-09,16:49:09.871,102900005116530,0.206,18.0,sale,No
2021-04-09,16:49:10.233,102900005115823,0.619,6.0,sale,No
2021-04-09,16:50:25.186,102900005115960,1.566,2.0,sale,No
2021-04-09,16:51:34.655,102900005115823,1.087,6.0,sale,No
2021-04-09,16:54:05.892,102900005115984,0.444,7.0,sale,No
2021-04-09,16:54:06.082,102900005115762,0.363,8.0,sale,No
2021-04-09,16:54:06.263,102900005116257,0.531,10.0,sale,No
2021-04-09,16:56:29.592,102900005116547,0.462,5.0,sale,No
2021-04-09,16:57:20.795,102900011016701,0.824,5.6,sale,No
2021-04-09,16:58:24.641,102900005115199,0.227,19.8,sale,No
2021-04-09,16:58:29.894,102900005118817,0.234,6.0,sale,No
2021-04-09,16:58:56.599,102900011000328,0.134,6.0,sale,No
2021-04-09,16:58:57.329,102900005115878,0.281,10.0,sale,No
2021-04-09,16:59:47.018,102900005115762,0.677,8.0,sale,No
2021-04-09,16:59:50.920,102900005118831,1.0,5.9,sale,No
2021-04-09,17:02:19.655,102900011013274,1.0,7.9,sale,No
2021-04-09,17:05:29.709,102900005116530,0.156,18.0,sale,No
2021-04-09,17:06:30.066,102900005116530,0.506,18.0,sale,No
2021-04-09,17:06:30.422,102900051010455,0.92,6.0,sale,No
2021-04-09,17:06:30.779,102900005116547,0.482,5.0,sale,No
2021-04-09,17:06:30.957,102900005116547,0.442,5.0,sale,No
2021-04-09,17:06:36.342,102900011016701,0.287,5.6,sale,No
2021-04-09,17:06:46.670,102900005115984,0.43,7.0,sale,No
2021-04-09,17:08:39.686,102900005116530,0.562,18.0,sale,No
2021-04-09,17:08:44.498,102900005115779,0.287,7.0,sale,No
2021-04-09,17:08:50.859,102900005115779,0.401,7.0,sale,No
2021-04-09,17:10:24.592,102900005116714,0.389,8.0,sale,No
2021-04-09,17:11:46.417,102900011000328,0.318,6.0,sale,No
2021-04-09,17:12:30.051,102900005115984,0.272,7.0,sale,No
2021-04-09,17:12:43.862,102900005116899,1.132,10.0,sale,No
2021-04-09,17:13:07.217,102900005116837,0.281,10.0,sale,No
2021-04-09,17:14:01.451,102900005125808,0.107,29.8,sale,No
2021-04-09,17:14:40.528,102900005125808,0.077,29.8,sale,No
2021-04-09,17:14:41.729,102900011009970,0.501,7.0,sale,No
2021-04-09,17:14:47.326,102900011009970,0.401,7.0,sale,No
2021-04-09,17:15:37.201,102900005116257,0.561,10.0,sale,No
2021-04-09,17:15:47.155,102900005116899,0.551,8.0,sale,Yes
2021-04-09,17:16:17.795,102900005115779,0.487,7.0,sale,No
2021-04-09,17:17:20.686,102900005116899,1.253,8.0,sale,Yes
2021-04-09,17:17:21.285,102900011016701,0.43,5.6,sale,No
2021-04-09,17:18:32.571,102900011009970,0.559,7.0,sale,No
2021-04-09,17:19:13.289,102900051009220,0.551,12.0,sale,No
2021-04-09,17:24:30.799,102900005115984,0.702,7.0,sale,No
2021-04-09,17:24:52.205,102900005116257,0.421,10.0,sale,No
2021-04-09,17:27:05.928,102900005116899,0.627,8.0,sale,Yes
2021-04-09,17:27:06.474,102900005116233,0.393,14.0,sale,No
2021-04-09,17:27:07.179,102900005115199,0.242,19.8,sale,No
2021-04-09,17:27:35.843,102900005115908,0.559,7.0,sale,No
2021-04-09,17:30:00.992,102900005115908,0.645,7.0,sale,No
2021-04-09,17:30:02.064,102900005116639,0.165,14.0,sale,No
2021-04-09,17:31:09.061,102900005115823,0.702,6.0,sale,No
2021-04-09,17:32:04.954,102900005116714,0.376,8.0,sale,No
2021-04-09,17:33:13.391,102900005115984,0.258,7.0,sale,No
2021-04-09,17:34:07.686,102900005116714,0.376,8.0,sale,No
2021-04-09,17:34:26.445,102900005125808,0.094,29.8,sale,No
2021-04-09,17:34:30.488,102900005116714,0.414,8.0,sale,No
2021-04-09,17:34:30.670,102900005115823,0.418,6.0,sale,No
2021-04-09,17:34:30.860,102900005116530,0.189,18.0,sale,No
2021-04-09,17:34:40.373,102900005116257,0.351,10.0,sale,No
2021-04-09,17:34:42.061,102900005119975,0.182,16.0,sale,No
2021-04-09,17:37:29.740,102900005116714,0.464,8.0,sale,No
2021-04-09,17:37:44.501,102900011016701,0.412,5.6,sale,No
2021-04-09,17:38:30.671,102900005115762,0.771,7.0,sale,Yes
2021-04-09,17:38:32.318,102900005116530,0.122,18.0,sale,No
2021-04-09,17:41:18.588,102900011008164,0.585,6.0,sale,No
2021-04-09,17:42:06.878,102900005115762,0.814,7.0,sale,Yes
2021-04-09,17:42:07.259,102900005115786,0.426,12.0,sale,No
2021-04-09,17:42:08.411,102900051010455,0.535,6.0,sale,No
2021-04-09,17:42:55.067,102900005115762,0.357,7.0,sale,Yes
2021-04-09,17:42:55.431,102900005116714,0.338,8.0,sale,No
2021-04-09,17:44:33.069,102900011021842,1.0,12.9,sale,No
2021-04-09,17:44:33.245,102900005115960,1.667,2.0,sale,No
2021-04-09,17:44:33.245,102900011021842,1.0,12.9,sale,No
2021-04-09,17:44:34.623,102900005116714,0.476,8.0,sale,No
2021-04-09,17:49:13.189,102900011016701,0.341,5.6,sale,No
2021-04-09,17:49:13.909,102900051004294,0.321,10.0,sale,No
2021-04-09,17:49:21.811,102900005116226,0.551,10.0,sale,No
2021-04-09,17:49:29.826,102900051000463,0.958,9.0,sale,No
2021-04-09,17:49:53.954,102900005115762,0.257,7.0,sale,Yes
2021-04-09,17:52:35.122,102900005119975,0.219,16.0,sale,No
2021-04-09,17:53:06.613,102900005119975,0.482,16.0,sale,No
2021-04-09,17:54:08.286,102900051004294,0.431,10.0,sale,No
2021-04-09,17:54:10.277,102900005115199,0.126,19.8,sale,No
2021-04-09,17:55:14.164,102900005116714,0.389,8.0,sale,No
2021-04-09,17:55:48.233,102900005115199,0.136,19.8,sale,No
2021-04-09,17:56:09.330,102900011000328,0.435,6.0,sale,No
2021-04-09,17:56:09.847,102900005115786,0.434,12.0,sale,No
2021-04-09,17:58:01.326,102900051010455,0.769,6.0,sale,No
2021-04-09,17:58:27.061,102900005116899,0.414,8.0,sale,Yes
2021-04-09,17:58:43.701,102900005115762,0.657,7.0,sale,Yes
2021-04-09,17:58:52.920,102900005116257,0.782,10.0,sale,No
2021-04-09,17:59:09.288,102900005116714,0.363,8.0,sale,No
2021-04-09,17:59:09.459,102900011000328,0.217,6.0,sale,No
2021-04-09,17:59:09.975,106949711300068,1.0,2.9,sale,No
2021-04-09,17:59:10.127,102900005125815,0.15,8.0,sale,No
2021-04-09,18:00:20.799,102900005116899,0.138,8.0,sale,Yes
2021-04-09,18:00:49.081,102900005116899,0.702,8.0,sale,Yes
2021-04-09,18:01:50.764,102900005119975,0.2,16.0,sale,No
2021-04-09,18:01:51.811,102900005115786,0.426,12.0,sale,No
2021-04-09,18:02:15.349,102900011008164,0.552,6.0,sale,No
2021-04-09,18:02:16.057,102900005116530,0.306,18.0,sale,No
2021-04-09,18:03:37.024,102900011000328,0.167,6.0,sale,No
2021-04-09,18:03:44.823,102900005116530,0.284,18.0,sale,No
2021-04-09,18:04:24.637,102900005115779,0.387,7.0,sale,No
2021-04-09,18:04:40.234,102900005118817,0.268,6.0,sale,No
2021-04-09,18:05:05.811,102900051010455,0.552,6.0,sale,No
2021-04-09,18:05:41.076,102900005115960,1.667,2.0,sale,No
2021-04-09,18:05:53.655,102900005116530,0.484,18.0,sale,No
2021-04-09,18:06:46.000,102900005115786,0.426,12.0,sale,No
2021-04-09,18:11:14.076,102900011016701,0.341,5.6,sale,No
2021-04-09,18:11:41.389,102900005115908,0.602,7.0,sale,No
2021-04-09,18:11:44.045,102900005116714,0.313,8.0,sale,No
2021-04-09,18:13:16.826,102900005118824,0.351,14.0,sale,No
2021-04-09,18:13:17.792,102900005116257,0.421,10.0,sale,No
2021-04-09,18:13:18.326,102900011021842,1.0,12.9,sale,No
2021-04-09,18:13:39.936,102900005116714,0.376,8.0,sale,No
2021-04-09,18:13:51.387,102900005115779,0.501,7.0,sale,No
2021-04-09,18:13:52.322,102900005116899,0.602,8.0,sale,Yes
2021-04-09,18:13:52.508,102900011009970,0.602,7.0,sale,No
2021-04-09,18:14:38.389,102900011022030,1.0,13.9,sale,No
2021-04-09,18:14:43.670,102900005116943,0.143,25.8,sale,No
2021-04-09,18:15:06.446,102900005115908,0.401,7.0,sale,No
2021-04-09,18:15:07.377,102900005119975,0.188,16.0,sale,No
2021-04-09,18:15:07.768,102900005125808,0.104,29.8,sale,No
2021-04-09,18:17:01.326,102900005116714,0.451,8.0,sale,No
2021-04-09,18:17:06.483,102900011016701,0.376,5.6,sale,No
2021-04-09,18:17:10.873,102900005116714,0.476,8.0,sale,No
2021-04-09,18:17:12.186,102900005116530,0.167,18.0,sale,No
2021-04-09,18:17:14.030,102900005125808,0.077,29.8,sale,No
2021-04-09,18:17:23.764,102900005116943,0.081,25.8,sale,No
2021-04-09,18:17:25.623,102900005115779,0.416,7.0,sale,No
2021-04-09,18:17:30.592,102900051004294,0.15,10.0,sale,No
2021-04-09,18:18:47.264,102900011001806,1.0,5.9,sale,No
2021-04-09,18:20:04.729,102900005119975,0.213,16.0,sale,No
2021-04-09,18:20:05.090,102900005118824,0.179,14.0,sale,No
2021-04-09,18:20:11.683,102900005115779,0.244,7.0,sale,No
2021-04-09,18:20:42.889,102900005115779,0.387,7.0,sale,No
2021-04-09,18:21:19.397,102900005115823,0.452,6.0,sale,No
2021-04-09,18:22:32.311,102900005116790,0.587,7.0,sale,No
2021-04-09,18:23:43.201,102900011000328,0.719,6.0,sale,No
2021-04-09,18:24:31.522,102900005116714,0.451,8.0,sale,No
2021-04-09,18:25:19.514,102900005115762,0.543,7.0,sale,Yes
2021-04-09,18:25:27.558,102900051004294,0.351,10.0,sale,No
2021-04-09,18:25:52.514,102900011016701,0.538,5.6,sale,No
2021-04-09,18:25:55.998,102900005116714,0.426,8.0,sale,No
2021-04-09,18:26:25.280,102900005115960,1.869,2.0,sale,No
2021-04-09,18:26:57.373,102900005115960,1.364,2.0,sale,No
2021-04-09,18:28:11.130,102900011016701,0.197,5.6,sale,No
2021-04-09,18:28:56.139,102900051004294,0.21,10.0,sale,No
2021-04-09,18:29:04.795,102900005116790,0.63,7.0,sale,No
2021-04-09,18:29:53.670,102900005118817,0.418,6.0,sale,No
2021-04-09,18:30:22.818,102900011000328,0.418,6.0,sale,No
2021-04-09,18:30:23.189,102900011009970,0.487,7.0,sale,No
2021-04-09,18:31:24.951,102900005115984,0.373,7.0,sale,No
2021-04-09,18:31:26.345,102900005119975,0.738,16.0,sale,No
2021-04-09,18:31:27.261,102900011016701,0.717,5.6,sale,No
2021-04-09,18:32:02.560,102900005115199,0.222,19.8,sale,No
2021-04-09,18:32:05.149,102900011000328,0.569,6.0,sale,No
2021-04-09,18:32:38.164,102900011016701,0.358,5.6,sale,No
2021-04-09,18:33:26.252,102900011022030,1.0,13.9,sale,No
2021-04-09,18:33:26.412,102900005116714,0.389,8.0,sale,No
2021-04-09,18:34:06.722,102900005115779,0.459,7.0,sale,No
2021-04-09,18:35:01.686,102900051004294,0.09,10.0,sale,No
2021-04-09,18:35:47.860,102900011016701,0.323,5.6,sale,No
2021-04-09,18:35:48.197,102900005116530,0.184,18.0,sale,No
2021-04-09,18:35:48.558,102900005125815,0.276,8.0,sale,No
2021-04-09,18:35:48.742,102900005119975,0.357,16.0,sale,No
2021-04-09,18:36:04.811,102900005116714,0.564,8.0,sale,No
2021-04-09,18:36:46.530,102900005125808,0.06,29.8,sale,No
2021-04-09,18:37:00.358,102900051004294,0.07,10.0,sale,No
2021-04-09,18:38:16.076,102900005116257,0.441,10.0,sale,No
2021-04-09,18:39:38.259,102900005116257,0.241,10.0,sale,No
2021-04-09,18:39:52.752,102900011016701,0.287,5.6,sale,No
2021-04-09,18:40:31.170,102900011016701,0.394,5.6,sale,No
2021-04-09,18:40:57.998,102900005115779,0.258,7.0,sale,No
2021-04-09,18:41:15.009,102900011016701,0.358,5.6,sale,No
2021-04-09,18:41:54.795,102900005115960,1.364,2.0,sale,No
2021-04-09,18:46:09.163,102900005116714,0.815,8.0,sale,No
2021-04-09,18:46:10.050,102900005116530,1.079,18.0,sale,No
2021-04-09,18:46:52.479,106949711300068,1.0,2.9,sale,No
2021-04-09,18:46:53.415,102900011009970,0.373,7.0,sale,No
2021-04-09,18:47:42.467,102900005115984,0.444,7.0,sale,No
2021-04-09,18:49:18.097,102900005118831,1.0,5.9,sale,No
2021-04-09,18:50:10.011,102900005115878,0.241,10.0,sale,No
2021-04-09,18:50:10.577,102900005118817,0.201,6.0,sale,No
2021-04-09,18:50:35.889,102900011016701,0.627,5.6,sale,No
2021-04-09,18:52:06.093,102900005119975,0.332,16.0,sale,No
2021-04-09,18:52:06.278,102900005116714,0.426,8.0,sale,No
2021-04-09,18:52:39.893,102900011001806,1.0,5.9,sale,No
2021-04-09,18:52:40.057,102900011016701,0.287,5.6,sale,No
2021-04-09,18:53:50.016,102900005116547,0.482,5.0,sale,No
2021-04-09,18:54:35.280,102900011016701,0.251,5.6,sale,No
2021-04-09,18:55:00.789,102900011016701,0.538,5.6,sale,No
2021-04-09,18:55:01.722,102900005116257,0.501,10.0,sale,No
2021-04-09,18:58:38.889,102900011009246,0.336,14.0,sale,No
2021-04-09,18:59:05.264,102900005115823,0.702,6.0,sale,No
2021-04-09,19:02:05.061,102900011016701,0.376,5.6,sale,No
2021-04-09,19:02:09.248,102900011009970,0.559,7.0,sale,No
2021-04-09,19:02:29.139,102900005116714,0.489,8.0,sale,No
2021-04-09,19:02:30.951,102900005116233,0.114,14.0,sale,No
2021-04-09,19:02:37.839,102900011016701,0.323,5.6,sale,No
2021-04-09,19:02:38.023,102900005115823,0.535,6.0,sale,No
2021-04-09,19:02:55.592,102900005116509,0.288,8.0,sale,No
2021-04-09,19:08:11.205,102900005116899,0.79,8.0,sale,Yes
2021-04-09,19:11:50.767,102900005116714,0.351,8.0,sale,No
2021-04-09,19:15:42.052,102900005116714,0.464,8.0,sale,No
2021-04-09,19:15:52.811,102900005116714,0.376,8.0,sale,No
2021-04-09,19:17:28.168,102900005115823,0.134,6.0,sale,No
2021-04-09,19:18:21.048,102900005116509,0.389,8.0,sale,No
2021-04-09,19:18:59.759,102900005115823,0.351,6.0,sale,No
2021-04-09,19:19:00.176,102900011016701,0.233,5.6,sale,No
2021-04-09,19:19:00.572,102900005116714,0.363,8.0,sale,No
2021-04-09,19:20:40.489,102900011016701,0.358,5.6,sale,No
2021-04-09,19:21:54.707,102900005125808,0.101,29.8,sale,No
2021-04-09,19:22:09.014,102900011009246,0.329,14.0,sale,No
2021-04-09,19:23:56.811,102900011000328,0.251,6.0,sale,No
2021-04-09,19:26:41.842,102900005115779,0.473,7.0,sale,No
2021-04-09,19:33:01.201,102900011016701,0.376,5.6,sale,No
2021-04-09,19:37:33.267,102900005115779,0.201,7.0,sale,No
2021-04-09,19:39:59.131,102900005115762,0.343,7.0,sale,Yes
2021-04-09,19:40:57.858,102900005116714,0.351,8.0,sale,No
2021-04-09,19:41:18.914,102900005115779,0.172,7.0,sale,No
2021-04-09,19:45:32.893,102900005116530,0.134,18.0,sale,No
2021-04-09,19:45:33.441,102900051010455,0.753,6.0,sale,No
2021-04-09,19:46:09.078,102900005115786,0.334,12.0,sale,No
2021-04-09,19:48:10.733,102900005116943,0.128,25.8,sale,No
2021-04-09,19:48:30.818,102900005116509,0.288,8.0,sale,No
2021-04-09,19:48:57.232,102900005116639,0.215,14.0,sale,No
2021-04-09,19:50:28.155,102900011009970,0.759,7.0,sale,No
2021-04-09,19:50:51.865,102900011016701,0.305,5.6,sale,No
2021-04-09,19:51:11.023,102900011016701,0.323,5.6,sale,No
2021-04-09,19:52:07.826,102900011016701,0.197,5.6,sale,No
2021-04-09,19:53:11.092,102900005115779,0.287,7.0,sale,No
2021-04-09,19:53:22.045,102900005116639,0.293,14.0,sale,No
2021-04-09,19:54:16.741,102900005115786,0.367,12.0,sale,No
2021-04-09,19:54:50.873,102900005116257,0.271,10.0,sale,No
2021-04-09,19:54:57.592,102900051004294,0.13,10.0,sale,No
2021-04-09,19:55:08.280,102900005125808,0.064,29.8,sale,No
2021-04-09,19:56:25.555,102900005115960,1.768,2.0,sale,No
2021-04-09,19:56:46.451,102900011009970,0.272,7.0,sale,No
2021-04-09,19:59:25.449,102900051010790,0.165,14.0,sale,No
2021-04-09,19:59:43.752,102900011022030,1.0,13.9,sale,No
2021-04-09,20:01:12.670,102900011016701,0.358,5.6,sale,No
2021-04-09,20:01:26.155,106949711300068,1.0,2.9,sale,No
2021-04-09,20:01:52.623,102900005116530,0.189,18.0,sale,No
2021-04-09,20:02:53.111,102900005116530,0.328,18.0,sale,No
2021-04-09,20:02:53.468,102900005115984,0.373,7.0,sale,No
2021-04-09,20:02:53.829,102900005116509,0.451,8.0,sale,No
2021-04-09,20:03:04.302,102900011009970,0.63,7.0,sale,No
2021-04-09,20:03:04.848,102900011016701,0.09,5.6,sale,No
2021-04-09,20:03:55.280,102900011009970,0.587,7.0,sale,No
2021-04-09,20:04:47.576,102900005115984,0.229,7.0,sale,No
2021-04-09,20:04:55.545,102900005116530,0.473,18.0,sale,No
2021-04-09,20:05:19.951,102900005116714,0.414,8.0,sale,No
2021-04-09,20:06:16.390,102900005116790,0.974,7.0,sale,No
2021-04-09,20:06:17.686,102900005115779,0.373,7.0,sale,No
2021-04-09,20:06:22.608,102900005115762,0.671,7.0,sale,Yes
2021-04-09,20:06:24.983,102900005118817,0.702,6.0,sale,No
2021-04-09,20:07:09.358,102900011016701,0.52,5.6,sale,No
2021-04-09,20:07:13.530,102900005115823,0.535,6.0,sale,No
2021-04-09,20:07:24.475,102900005116943,0.155,25.8,sale,No
2021-04-09,20:08:41.788,102900005115779,0.373,7.0,sale,No
2021-04-09,20:09:41.248,102900005115823,0.418,6.0,sale,No
2021-04-09,20:09:52.559,102900011016701,0.179,5.6,sale,No
2021-04-09,20:11:48.228,102900005115960,1.717,2.0,sale,No
2021-04-09,20:11:59.101,102900005115908,0.544,7.0,sale,No
2021-04-09,20:16:59.999,102900011021842,1.0,12.9,sale,No
2021-04-09,20:20:52.686,102900011016701,0.305,5.6,sale,No
